CMDLINE ./webparser
MEM 43.097656 1540181476.2845
MEM 43.097656 1540181476.3853
MEM 43.097656 1540181476.4859
MEM 43.097656 1540181476.5867
MEM 43.097656 1540181476.6870
MEM 43.097656 1540181476.7876
MEM 44.128906 1540181476.8880
MEM 44.128906 1540181476.9886
MEM 44.128906 1540181477.0893
MEM 44.128906 1540181477.1900
MEM 44.128906 1540181477.2907
MEM 44.128906 1540181477.3915
MEM 44.128906 1540181477.4922
MEM 44.128906 1540181477.5929
MEM 44.128906 1540181477.6933
MEM 44.128906 1540181477.7936
MEM 44.128906 1540181477.8940
MEM 44.128906 1540181477.9944
MEM 44.128906 1540181478.0948
MEM 44.128906 1540181478.1952
MEM 44.128906 1540181478.2957
MEM 44.128906 1540181478.3961
MEM 44.128906 1540181478.4965
MEM 44.386719 1540181478.5969
MEM 44.386719 1540181478.6975
MEM 44.386719 1540181478.7981
MEM 44.386719 1540181478.8986
MEM 44.386719 1540181478.9994
MEM 44.386719 1540181479.1001
MEM 44.386719 1540181479.2007
MEM 44.644531 1540181479.3011
MEM 45.160156 1540181479.4016
MEM 45.160156 1540181479.5022
MEM 45.160156 1540181479.6028
MEM 45.160156 1540181479.7035
MEM 45.417969 1540181479.8041
MEM 46.191406 1540181479.9046
MEM 46.191406 1540181480.0053
MEM 46.191406 1540181480.1059
MEM 46.191406 1540181480.2066
MEM 46.191406 1540181480.3073
MEM 46.191406 1540181480.4079
MEM 46.191406 1540181480.5086
MEM 46.191406 1540181480.6093
MEM 46.707031 1540181480.7097
MEM 47.222656 1540181480.8102
MEM 47.222656 1540181480.9108
MEM 47.222656 1540181481.0115
MEM 47.222656 1540181481.1122
MEM 47.222656 1540181481.2129
MEM 47.222656 1540181481.3137
MEM 47.222656 1540181481.4144
MEM 47.222656 1540181481.5152
MEM 47.738281 1540181481.6157
MEM 47.835938 1540181481.7161
MEM 48.347656 1540181481.8165
MEM 49.121094 1540181481.9169
MEM 50.152344 1540181482.0173
MEM 50.152344 1540181482.1178
MEM 50.152344 1540181482.2184
MEM 50.152344 1540181482.3190
MEM 50.152344 1540181482.4196
MEM 50.152344 1540181482.5201
MEM 50.410156 1540181482.6207
MEM 50.667969 1540181482.7211
MEM 51.183594 1540181482.8215
MEM 51.183594 1540181482.9220
MEM 51.183594 1540181483.0227
MEM 51.183594 1540181483.1233
MEM 51.183594 1540181483.2239
MEM 51.183594 1540181483.3246
MEM 51.183594 1540181483.4253
MEM 51.183594 1540181483.5260
MEM 51.183594 1540181483.6267
MEM 51.699219 1540181483.7271
MEM 52.214844 1540181483.8275
MEM 52.214844 1540181483.9281
MEM 52.214844 1540181484.0287
MEM 52.214844 1540181484.1294
MEM 52.214844 1540181484.2302
MEM 52.214844 1540181484.3309
MEM 52.214844 1540181484.4316
MEM 52.214844 1540181484.5323
MEM 52.472656 1540181484.6329
MEM 53.246094 1540181484.7334
MEM 53.246094 1540181484.8341
MEM 53.246094 1540181484.9348
MEM 53.246094 1540181485.0355
MEM 53.246094 1540181485.1362
MEM 53.246094 1540181485.2370
MEM 53.246094 1540181485.3377
MEM 53.503906 1540181485.4382
MEM 54.277344 1540181485.5387
MEM 54.277344 1540181485.6393
MEM 54.277344 1540181485.7399
MEM 54.277344 1540181485.8406
MEM 54.277344 1540181485.9414
MEM 54.277344 1540181486.0421
MEM 54.277344 1540181486.1427
MEM 55.308594 1540181486.2432
MEM 55.308594 1540181486.3437
MEM 55.308594 1540181486.4443
MEM 55.308594 1540181486.5450
MEM 55.308594 1540181486.6457
MEM 55.308594 1540181486.7465
MEM 55.308594 1540181486.8471
MEM 56.082031 1540181486.9476
MEM 56.082031 1540181487.0481
MEM 56.082031 1540181487.1488
MEM 56.082031 1540181487.2496
MEM 56.082031 1540181487.3504
MEM 56.082031 1540181487.4511
MEM 56.082031 1540181487.5519
MEM 56.339844 1540181487.6526
MEM 56.597656 1540181487.7530
MEM 57.113281 1540181487.8536
MEM 57.113281 1540181487.9543
MEM 57.371094 1540181488.0547
MEM 58.144531 1540181488.1552
MEM 58.144531 1540181488.2558
MEM 58.144531 1540181488.3565
MEM 58.144531 1540181488.4572
MEM 58.144531 1540181488.5579
MEM 58.144531 1540181488.6586
MEM 58.144531 1540181488.7593
MEM 58.402344 1540181488.8597
MEM 59.175781 1540181488.9602
MEM 59.175781 1540181489.0608
MEM 59.175781 1540181489.1613
MEM 59.175781 1540181489.2619
MEM 59.175781 1540181489.3624
MEM 59.175781 1540181489.4631
MEM 59.175781 1540181489.5638
MEM 59.175781 1540181489.6644
MEM 59.175781 1540181489.7648
MEM 59.175781 1540181489.8651
MEM 59.175781 1540181489.9656
MEM 60.207031 1540181490.0661
MEM 60.207031 1540181490.1666
MEM 60.207031 1540181490.2673
MEM 60.207031 1540181490.3680
MEM 60.207031 1540181490.4688
MEM 60.207031 1540181490.5695
MEM 60.207031 1540181490.6702
MEM 60.722656 1540181490.7706
MEM 61.238281 1540181490.8712
MEM 61.238281 1540181490.9718
MEM 61.238281 1540181491.0725
MEM 61.238281 1540181491.1732
MEM 61.238281 1540181491.2740
MEM 61.238281 1540181491.3747
MEM 61.238281 1540181491.4754
MEM 61.496094 1540181491.5758
MEM 62.527344 1540181491.6763
MEM 62.527344 1540181491.7768
MEM 62.527344 1540181491.8775
MEM 63.042969 1540181491.9779
MEM 63.558594 1540181492.0784
MEM 63.558594 1540181492.1788
MEM 63.816406 1540181492.2792
MEM 64.589844 1540181492.3797
MEM 64.589844 1540181492.4802
MEM 64.589844 1540181492.5808
MEM 64.589844 1540181492.6813
MEM 64.589844 1540181492.7818
MEM 64.589844 1540181492.8824
MEM 64.589844 1540181492.9829
MEM 64.589844 1540181493.0836
MEM 64.589844 1540181493.1842
MEM 64.589844 1540181493.2848
MEM 64.589844 1540181493.3855
MEM 64.589844 1540181493.4860
MEM 64.589844 1540181493.5867
MEM 64.847656 1540181493.6871
MEM 65.363281 1540181493.7875
MEM 65.363281 1540181493.8880
MEM 65.363281 1540181493.9885
MEM 65.363281 1540181494.0890
MEM 65.363281 1540181494.1895
MEM 65.363281 1540181494.2900
MEM 65.878906 1540181494.3904
MEM 66.394531 1540181494.4907
MEM 66.394531 1540181494.5912
MEM 66.394531 1540181494.6917
MEM 66.394531 1540181494.7924
MEM 66.394531 1540181494.8930
MEM 66.394531 1540181494.9937
MEM 66.394531 1540181495.0943
MEM 66.652344 1540181495.1947
MEM 67.425781 1540181495.2951
MEM 67.425781 1540181495.3955
MEM 67.425781 1540181495.4960
MEM 67.425781 1540181495.5965
MEM 67.425781 1540181495.6971
MEM 67.425781 1540181495.7976
MEM 67.425781 1540181495.8982
MEM 67.425781 1540181495.9987
MEM 68.457031 1540181496.0991
MEM 68.457031 1540181496.1996
MEM 68.457031 1540181496.3001
MEM 68.457031 1540181496.4006
MEM 68.714844 1540181496.5010
MEM 68.714844 1540181496.6014
MEM 69.488281 1540181496.7019
MEM 69.488281 1540181496.8025
MEM 69.488281 1540181496.9032
MEM 69.488281 1540181497.0039
MEM 69.488281 1540181497.1045
MEM 69.488281 1540181497.2053
MEM 69.488281 1540181497.3058
MEM 69.488281 1540181497.4066
MEM 70.261719 1540181497.5072
MEM 70.261719 1540181497.6077
MEM 70.261719 1540181497.7082
MEM 70.261719 1540181497.8087
MEM 70.261719 1540181497.9093
MEM 70.261719 1540181498.0098
MEM 70.261719 1540181498.1104
MEM 70.519531 1540181498.2110
MEM 71.292969 1540181498.3115
MEM 71.292969 1540181498.4121
MEM 71.292969 1540181498.5126
MEM 71.292969 1540181498.6132
MEM 71.292969 1540181498.7139
MEM 71.292969 1540181498.8146
MEM 71.292969 1540181498.9154
MEM 71.292969 1540181499.0161
MEM 71.292969 1540181499.1168
MEM 71.292969 1540181499.2175
